,statement,is_toxic
6154,"yeah, might as well nuke these.",1
6155,"Yeah, MX_CPRNG_DRAW_MAX_LEN is just #define X 256, not 256u. Stupid language. Maybe the cast there is better anyway.

Fixed read_len location.",1
6156,"Yeah, some rebasing stupidity on my part.

This stack doesn't need to be on top of cron anyway, reparented.",0
6157,"Yeah, sorry folks.  Was asked for a quick upload, threw it together and pushed it up- think it's very obvious I didn't test the damn thing.

Sorting it, and pushing it post testing; can't verify it fixes it (can't induce the timeout on my own hardware), but it'll be devoid of these idiot mistakes ;)

Patch to come shortly.",1
6158,"Yeah, that does look ugly... :-/  I take back my comment and agree that EXPECT_TRUE is better.

(Btw, I think that reinterpret_cast is the way to go here regardless)",1
6159,"yeah, that seems silly. the macro name is almost as long as the inline text, and it encourages you to use the bad form that doesn't include a message. not sure what they were thinking there!",0
6160,"Yeah, that sounds right: anchor_node_ should be WeakMember, frame_ should be Member.",0
6161,"Yeah, the audio service can live as long as the browser process, that is how I chose this value, based on browser uptime metrics.",0
6162,"yeah, the ones above are really bad. ""your system is corrupt, and i'm going to tell you about it"". this one happens normally. the caller will output an error if all its calls to this function fail, but if you're debugging this was useful once. maybe i should just remove it instead.",0
6163,"Yeah, the str*cpy family of functions are a disgrace.",1
6164,"yeah, they don't seem to be needed, so let's kill them.",0
6165,"Yeah, they're horrible, but they mirror the memset names.",1
6166,"Yeah, this is chicken-and-eng issue: ANDROID_BUILD_TOP is set by envsetup.sh.
I think you should state that envsetup.sh (even lunch) must be run before running this script.",0
6167,"Yeah, this is silly.  isScreenOn() doesn't necessarily mean what you think it means.  (What if there were multiple screens?)

You should be stopping progress from onPause() instead.  The ActivityManager will take care of pausing activities when the device goes to sleep.",0
6168,"yeah, this is what i was worried about.

(insert rant here about the stupidity of using configure instead of sizeof in the first place!)

i usually hack around this by manually rewriting them as sizeof(long) et cetera.",1
6169,"Yeah, this seems like pretty crappy behaviour.",1
6170,"Yeah, this sucks. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device",1
6171,"Yeah, this was a dumb way to write this. I should have gone to bed a ps sooner than I did :)",0
6172,"Yeah, this won't work with absolute OUT_DIRs, $(abspath $($(v))) should be used instead",0
6173,"yeah, this would introduce a bug. the only caller is __vfprintf.",0
6174,"Yeah, ugly beast. I'll need to have a closer look, so either you wait for that, or back this out (and submit separately).",1
6175,"yeah, using subprocess.Popen seems fragile because if the ssh connection drops your done. You could run it in background and let the program print its pid. Later you can kill the program. That would be more robust to network failures.",0
6176,"yeah, we definitely don't do any of that. and especially not the s&m field-naming nonsense.

regular Sun style or Google style are both fine though. i just pipe imports through sort(1).",0
6177,"yeah, we definitely don't want this more exposed. it might be clearer to have

    bionic/libc/private/ \

here, and change time_test.cpp to #include ""bionic_time.h"".

i wish we could kill this stuff, but i doubt we'll get round to it in time for LP64.",0
6178,"yeah, we've ""always"" listed nested git checkouts otherwise they dirty `git status`
 
 third_party/.gitignore has a bunch more examples",0
6179,"yeah, you're right, my bad. ::testing::Return is kinda dumb like that: https://github.com/google/googletest/blob/f410177a8b54705bb5efaa7be4ef322153349187/googlemock/include/gmock/gmock-actions.h#L1119",0
6180,"Yeah, you're right. :/
 
 I dug into this a bit, and came up with a workaround for the loader lock being held (using NtCreateThreadEx with the ""don't send attach notifications"" flag). I'm not sure if is getting too ugly or not: https://github.com/sgraham/crash_target_test/blob/master/host.cc#L48.
 
 WDY'allT?",1
6181,yeah. It's kinda crappy though. I'd rather not split this line.,1
6182,Yeah. This comment is worse than unhelpful Ã°Å¸ËœÅ . Comment removed.,0
6183,"yeah. what kind of douche copyrights a single #include line? :-)

(if i think we're likely to have to add stuff at some point, i think the copyright header makes sense. but if it's really just a synonym for another header file, that's silly. this case is borderline, but what convinced me here was that we didn't have an include guard, so it was a bad attempt at being a ""real"" header.)",1
6184,"yeah; forgot: Those are auto generated, and thus idiot proof. --idiot",1
6185,"Yep, Freemarker makes this code pretty ugly. The intent here is that if the string is ""50"" we insert 50, and if the insert is ""ABC"" we insert ""ABC"". In other words the Groovy literal is either an int or a String depending on whether the string value in this variable is a string (starts with digits) or not.",0
6186,"Yep, I will remove them.  I copy-pasta'd from the GSPathTest function above, which had them.  I'll remove them from both.",0
6187,"Yep, stupid copy + paste error on my part.",0
6188,Yep.  Silly me.,1
6189,Yep. And I'd kill the other one with the Empty enum type in exchange.,0
6190,"Yep.
Stale comment. I've pushed off my re-write.
You'll see the simplest refactors starting today. :)",0
6191,"Yes I believe, unless the developer does not need enter and access UI -- but then it'd be an useless test...",0
6192,Yes pa. *turns eyes down in shame*,1
6193,"Yes we can! Sorry not sure why I didn't think of that, cleaned up, PTAL!",0
6194,"Yes you are clearly right... this is unsigned... and I missed the warning... because I'm an idiot and did not have --enable-werror

Now, the part that confuse me... SQL_COLUMN_NOTFOUND is defined somewhere to be 0xFFFF and used _only_ here afaict...
I try (unsuccessfully apparently) to follow the code and concluded that that thing was populated using ultimately findColumn().
 some of which return -1, which is the only value that seems to be possibly put there that _could_ match 0xFFFF module some sign extension by the compiler when promoting 0xFFFF)",0
6195,"yes, $DSTDIR and DSTDIR64 contain all unpacked for final packing.",0
6196,"Yes, addr_create_input.chipFamily = FAMILY_CZ;",0
6197,"Yes, both /proc/modules and /lib/modules don't work. addresses in /proc/kallsyms are all 0, which is not useful.",0
6198,"Yes, bu using ""build-qemu-android.sh --no-android"", you end up building a 'pure' QEMU2 from our qemu-android sources. I added the flag to ease the rebase on top of QEMU 2.4 / 2.5, but that's for a different patch set (and a more complicated one actually :-))",0
6199,"Yes, checkpatch is a rather stupid style checker.",1
6200,"Yes, cmd_node->wait_q_enabled has been set to false in mwifiex_clean_cmd_node() when we recycle the cmd_node.",0
6201,"Yes, done!

And could get rid of both kTestGaiaID and kGmailGainID.",0
6202,"yes, feel free to just delete this line. i really don't care if somebody decides to pass random crap to powerd and we silently ignore it. :-P",1
6203,"Yes, I found out it happens, and it sucks. The templates need to change to allow project-level files that do not change when adding modules. gradle.properties and local.properties are the use case.",1
6204,"Yes, I found the issue when the passwd entry was legitimately missing. I was surprised to see both arc-networkd processes running as root in `ps`.
 
 Under normal circumstances the entry shouldn't be missing, and the risk of something affecting *this* daemon is low. But security-critical code often gets attacked in ways that cause something that ""shouldn't"" fail to fail, e.g.
 
 - Maybe the bad guy can't write arbitrary contents into /etc/passwd, but (on a normal Linux box) he might be able to trick a careless cron job into erasing/clobbering its contents through symlink attacks. And then subsequent calls to getpwnam() fail.
 
 - Since Chrome OS uses dm-verity to protect the rootfs contents, somebody can't get the OS to return arbitrary data when reading a file. But maybe they can get the OS to return an I/O error if the file data is overwritten with bad content on disk.
 
 - Exhaustion attacks can sometimes induce failures that are useful to a hacker, e.g.
 
 https://www.apriorit.com/dev-blog/255-android-rooting
 
 What if somebody opens up 1023 file descriptors, then runs a setuid program that fails to open the 1024th FD and reacts in a careless way?
 
 - Linux veterans may remember this design flaw in the original POSIX capabilities scheme:
 
 https://sites.google.com/site/fullycapable/Home/thesendmailcapabilitiesissue",0
